Name,Category,Distance (m),Rating %,Price 1-4,Station Id,Station Name,Number of Bikes
Gusto 101,Italian,673.3,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Hunters Landing,Comfort Food,60.9,70.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Mira,Peruvian,472.0,90.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Sansotei Ramen,Ramen,202.6,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Jacobs & Co. Steakhouse,Steakhouses,641.1,90.0,4.0,7000,Fort York  Blvd / Capreol Ct,6
Le Sélect Bistro,French,458.7,80.0,3.0,7000,Fort York  Blvd / Capreol Ct,6
Aloette,French,970.3,90.0,3.0,7000,Fort York  Blvd / Capreol Ct,6
Chubby's Jamaican Kitchen,Caribbean,722.9,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Rodney's Oyster House,Seafood,573.4,80.0,3.0,7000,Fort York  Blvd / Capreol Ct,6
Pizzeria Libretto,Pizza,534.8,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Wvrst,German,632.6,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Lee,Asian Fusion,865.8,80.0,3.0,7000,Fort York  Blvd / Capreol Ct,6
Khao San Road,Thai,755.4,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Buca,Italian,631.3,80.0,3.0,7000,Fort York  Blvd / Capreol Ct,6
Alo Restaurant,Bars,969.9,90.0,4.0,7000,Fort York  Blvd / Capreol Ct,6
The Haam,Japanese,870.5,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Akira Back,Japanese,671.8,80.0,4.0,7000,Fort York  Blvd / Capreol Ct,6
The Keg Steakhouse + Bar,Steakhouses,608.8,80.0,3.0,7000,Fort York  Blvd / Capreol Ct,6
La Palette,French,992.4,80.0,3.0,7000,Fort York  Blvd / Capreol Ct,6
Roywoods,Caribbean,215.4,70.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Wilbur Mexicana,Mexican,598.1,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Ruby Soho,American (Traditional),590.8,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
The Morning After,Breakfast & Brunch,102.5,70.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Iruka Sushi,Japanese,326.7,70.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Minami Toronto,Japanese,972.7,80.0,,7000,Fort York  Blvd / Capreol Ct,6
Kiin,Thai,920.0,80.0,3.0,7000,Fort York  Blvd / Capreol Ct,6
Beast Pizza,Pizza,919.7,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
TOCA,Italian,938.0,80.0,4.0,7000,Fort York  Blvd / Capreol Ct,6
Saku Sushi,Sushi Bars,986.5,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Aanch,Indian,674.5,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Campechano Taquería,Mexican,769.6,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
360 Restaurant,Canadian (New),783.7,70.0,4.0,7000,Fort York  Blvd / Capreol Ct,6
Chin Chin Street Side Kitchen,Chinese,278.7,70.0,,7000,Fort York  Blvd / Capreol Ct,6
1 Kitchen Toronto,Cocktail Bars,609.2,80.0,,7000,Fort York  Blvd / Capreol Ct,6
Banh Mi Boys,Vietnamese,999.0,90.0,1.0,7000,Fort York  Blvd / Capreol Ct,6
Ramen Isshin,Ramen,979.9,90.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Jz's Pizza,Pizza,787.1,80.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Steam Whistle Biergarten,German,866.5,90.0,,7000,Fort York  Blvd / Capreol Ct,6
Edulis,Spanish,887.2,80.0,4.0,7000,Fort York  Blvd / Capreol Ct,6
Oretta,Italian,644.1,70.0,3.0,7000,Fort York  Blvd / Capreol Ct,6
Cibo Wine Bar,Wine Bars,598.2,70.0,2.0,7000,Fort York  Blvd / Capreol Ct,6
Kost,American (Traditional),671.8,70.0,3.0,7000,Fort York  Blvd / Capreol Ct,6
Luma,Canadian (New),880.2,70.0,3.0,7000,Fort York  Blvd / Capreol Ct,6
Storm Crow Manor,Bars,250.8,80.0,2.0,7001,Wellesley Station Green P,11
Kintaro Izakaya,Japanese,290.4,80.0,2.0,7001,Wellesley Station Green P,11
ramen RAIJIN ,Ramen,190.9,70.0,2.0,7001,Wellesley Station Green P,11
Mabu Generation,Taiwanese,104.0,80.0,2.0,7001,Wellesley Station Green P,11
Darvish Restaurant,Persian/Iranian,181.6,80.0,2.0,7001,Wellesley Station Green P,11
Si Lom Thai Bistro,Thai,218.8,80.0,2.0,7001,Wellesley Station Green P,11
The Keg Steakhouse + Bar,Steakhouses,498.0,80.0,3.0,7001,Wellesley Station Green P,11
Hair of the Dog,Pubs,389.4,80.0,2.0,7001,Wellesley Station Green P,11
Koyoi Restaurant & Bar,Japanese,245.2,80.0,2.0,7001,Wellesley Station Green P,11
KINKA IZAKAYA ORIGINAL,Japanese,628.3,80.0,2.0,7001,Wellesley Station Green P,11
Seoulicious,Korean,131.9,70.0,2.0,7001,Wellesley Station Green P,11
Bloom,Cafes,135.2,90.0,,7001,Wellesley Station Green P,11
Sambucas On Church,Italian,260.3,70.0,2.0,7001,Wellesley Station Green P,11
Burrito Bandidos,Mexican,211.2,80.0,1.0,7001,Wellesley Station Green P,11
Ethiopian House Restaurant,Ethiopian,263.9,70.0,2.0,7001,Wellesley Station Green P,11
Mr.Tonkatsu,Japanese,104.9,80.0,2.0,7001,Wellesley Station Green P,11
Lao Lao Bar,Laotian,192.6,90.0,,7001,Wellesley Station Green P,11
Torch Pressed Sushi,Japanese,243.2,90.0,2.0,7001,Wellesley Station Green P,11
Four Four South Village,Taiwanese,297.6,70.0,,7001,Wellesley Station Green P,11
Dal Moro's Fresh Pasta To Go,Italian,241.4,70.0,2.0,7001,Wellesley Station Green P,11
The Captain's Boil,Seafood,286.8,70.0,2.0,7001,Wellesley Station Green P,11
Fushimi,Japanese,239.6,70.0,2.0,7001,Wellesley Station Green P,11
W Burger Bar,Burgers,389.5,70.0,2.0,7001,Wellesley Station Green P,11
The Churchmouse: A Firkin Pub,Pubs,276.6,70.0,2.0,7001,Wellesley Station Green P,11
Chung Chun Rice Hotdog,Hot Dogs,105.7,90.0,,7001,Wellesley Station Green P,11
KINTON RAMEN,Ramen,625.5,80.0,2.0,7001,Wellesley Station Green P,11
Katsuya,Japanese,673.7,90.0,2.0,7001,Wellesley Station Green P,11
PLANTA Yorkville,Vegetarian,752.4,80.0,2.0,7001,Wellesley Station Green P,11
Ginger,Vietnamese,210.7,70.0,1.0,7001,Wellesley Station Green P,11
Trattoria Nervosa,Italian,907.7,80.0,2.0,7001,Wellesley Station Green P,11
Not Just Noodles,Chinese,101.3,70.0,1.0,7001,Wellesley Station Green P,11
Barberian's Steak House,Steakhouses,825.4,80.0,4.0,7001,Wellesley Station Green P,11
The Fry,Korean,106.5,70.0,2.0,7001,Wellesley Station Green P,11
The Queen And Beaver Public House,Pubs,848.1,80.0,2.0,7001,Wellesley Station Green P,11
Blaze Pizza,Pizza,979.2,90.0,2.0,7001,Wellesley Station Green P,11
BOKU,Ramen,130.4,70.0,,7001,Wellesley Station Green P,11
The Oats Kafé,Cafes,258.7,80.0,,7001,Wellesley Station Green P,11
Tokyo Kitchen,Japanese,476.1,80.0,2.0,7001,Wellesley Station Green P,11
Banh Mi Boys,Vietnamese,663.0,80.0,1.0,7001,Wellesley Station Green P,11
Egg Club Wellesley,Breakfast & Brunch,99.9,90.0,1.0,7001,Wellesley Station Green P,11
Bumpkins Restaurant,French,189.0,80.0,2.0,7001,Wellesley Station Green P,11
Adega Restaurante,Portuguese,851.4,80.0,3.0,7001,Wellesley Station Green P,11
Kawa Sushi,Sushi Bars,300.7,70.0,2.0,7001,Wellesley Station Green P,11
T-swirl Crêpe,Creperies,174.7,80.0,1.0,7001,Wellesley Station Green P,11
Gurume Sushi,Sushi Bars,447.3,100.0,,7001,Wellesley Station Green P,11
The Oxley,Pubs,988.5,80.0,2.0,7001,Wellesley Station Green P,11
Fabarnak Community Cafe and Catering,Cafes,290.2,80.0,2.0,7001,Wellesley Station Green P,11
Tinuno,Filipino,979.0,80.0,2.0,7001,Wellesley Station Green P,11
Maison Selby,French,897.0,80.0,,7001,Wellesley Station Green P,11
Monga Fried Chicken,Taiwanese,353.5,70.0,2.0,7001,Wellesley Station Green P,11
Gyubee Japanese Grill - Bloor,Barbeque,100.0,80.0,3.0,7002,St. George St / Bloor St W,9
Fieramosca,Italian,298.8,90.0,3.0,7002,St. George St / Bloor St W,9
Rasa,Canadian (New),624.6,90.0,2.0,7002,St. George St / Bloor St W,9
Opus Restaurant,Wine Bars,274.8,80.0,4.0,7002,St. George St / Bloor St W,9
Joso's,Seafood,899.9,90.0,3.0,7002,St. George St / Bloor St W,9
Yasu,Japanese,594.1,90.0,4.0,7002,St. George St / Bloor St W,9
Bar Mercurio,Italian,99.3,70.0,3.0,7002,St. George St / Bloor St W,9
Her Father's Cider Bar & Kitchen,Gastropubs,692.9,90.0,2.0,7002,St. George St / Bloor St W,9
Trattoria Nervosa,Italian,786.1,80.0,2.0,7002,St. George St / Bloor St W,9
The Oxley,Pubs,625.0,80.0,2.0,7002,St. George St / Bloor St W,9
Playa Cabana,Mexican,969.4,80.0,2.0,7002,St. George St / Bloor St W,9
KINKA IZAKAYA ANNEX,Japanese,935.1,80.0,2.0,7002,St. George St / Bloor St W,9
Blu Ristorante,Italian,621.8,80.0,3.0,7002,St. George St / Bloor St W,9
Morton's The Steakhouse,Steakhouses,413.2,80.0,4.0,7002,St. George St / Bloor St W,9
PLANTA Yorkville,Vegetarian,863.8,80.0,2.0,7002,St. George St / Bloor St W,9
Fresh Kitchen + Juice Bar,Vegan,328.3,70.0,2.0,7002,St. George St / Bloor St W,9
Pig Out BBQ,Barbeque,526.1,80.0,2.0,7002,St. George St / Bloor St W,9
STK Steakhouse,Steakhouses,538.5,70.0,4.0,7002,St. George St / Bloor St W,9
Sassafraz,French,748.8,70.0,3.0,7002,St. George St / Bloor St W,9
Insomnia Restaurant & Lounge,Lounges,943.4,80.0,2.0,7002,St. George St / Bloor St W,9
Bar Reyna,Mediterranean,566.4,70.0,2.0,7002,St. George St / Bloor St W,9
LA LA Bakeshop,Vietnamese,413.8,90.0,2.0,7002,St. George St / Bloor St W,9
Famoso Neapolitan,Pizza,610.5,80.0,2.0,7002,St. George St / Bloor St W,9
Ristorante Sotto Sotto,Italian,750.1,80.0,3.0,7002,St. George St / Bloor St W,9
Osteria Giulia,Italian,809.7,90.0,4.0,7002,St. George St / Bloor St W,9
Dimmi Bar & Trattoria,Italian,623.9,70.0,2.0,7002,St. George St / Bloor St W,9
Piano Piano,Italian,553.0,70.0,3.0,7002,St. George St / Bloor St W,9
Café Boulud,Cafes,987.2,70.0,4.0,7002,St. George St / Bloor St W,9
L'espresso Bar Mercurio,Cafes,99.8,60.0,2.0,7002,St. George St / Bloor St W,9
Hemingway's Restaurant,Bars,613.3,60.0,2.0,7002,St. George St / Bloor St W,9
Madison Avenue Pub & Restaurant,American (Traditional),318.6,50.0,2.0,7002,St. George St / Bloor St W,9
156 Cumberland,Korean,571.3,90.0,,7002,St. George St / Bloor St W,9
Pita Land,Middle Eastern,395.9,90.0,2.0,7002,St. George St / Bloor St W,9
Thai Room,Thai,196.3,50.0,2.0,7002,St. George St / Bloor St W,9
Mr.Tonkatsu,Japanese,940.6,80.0,2.0,7002,St. George St / Bloor St W,9
Utsav,Food Delivery Services,797.3,80.0,2.0,7002,St. George St / Bloor St W,9
Akai Sushi,Japanese,696.4,80.0,2.0,7002,St. George St / Bloor St W,9
Eataly Toronto,Italian,892.2,70.0,2.0,7002,St. George St / Bloor St W,9
Almond Butterfly Harbord Bakeshop & Cafe,Bakeries,584.2,90.0,1.0,7002,St. George St / Bloor St W,9
Mimi Chinese,Chinese,769.6,80.0,,7002,St. George St / Bloor St W,9
Kibo Secret Garden,Japanese,580.9,80.0,,7002,St. George St / Bloor St W,9
Fuwa Fuwa Japanese Pancakes,Desserts,696.6,80.0,2.0,7002,St. George St / Bloor St W,9
Harbord House,Pubs,640.8,70.0,2.0,7002,St. George St / Bloor St W,9
Indian Desire,Indian,605.1,90.0,,7002,St. George St / Bloor St W,9
Kasa Moto,Japanese,646.8,70.0,3.0,7002,St. George St / Bloor St W,9
Gyubee Japanese Grill - Bloor,Barbeque,170.2,80.0,3.0,7003,Madison Ave / Bloor St W,2
Rasa,Canadian (New),496.9,90.0,2.0,7003,Madison Ave / Bloor St W,2
Famoso Neapolitan,Pizza,346.0,80.0,2.0,7003,Madison Ave / Bloor St W,2
Yasu,Japanese,492.5,90.0,4.0,7003,Madison Ave / Bloor St W,2
Fieramosca,Italian,511.2,90.0,3.0,7003,Madison Ave / Bloor St W,2
Her Father's Cider Bar & Kitchen,Gastropubs,556.4,90.0,2.0,7003,Madison Ave / Bloor St W,2
LA LA Bakeshop,Vietnamese,148.2,90.0,2.0,7003,Madison Ave / Bloor St W,2
Fresh Kitchen + Juice Bar,Vegan,64.3,70.0,2.0,7003,Madison Ave / Bloor St W,2
Bar Mercurio,Italian,173.9,70.0,3.0,7003,Madison Ave / Bloor St W,2
KINKA IZAKAYA ANNEX,Japanese,673.0,80.0,2.0,7003,Madison Ave / Bloor St W,2
Kenzo Ramen,Ramen,280.3,70.0,2.0,7003,Madison Ave / Bloor St W,2
Playa Cabana,Mexican,986.7,80.0,2.0,7003,Madison Ave / Bloor St W,2
Madison Avenue Pub & Restaurant,American (Traditional),89.0,50.0,2.0,7003,Madison Ave / Bloor St W,2
Pig Out BBQ,Barbeque,442.4,80.0,2.0,7003,Madison Ave / Bloor St W,2
Blu Ristorante,Italian,792.6,80.0,3.0,7003,Madison Ave / Bloor St W,2
Korean Village Restaurant,Korean,985.2,80.0,2.0,7003,Madison Ave / Bloor St W,2
Thai Basil Toronto,Thai,340.0,60.0,2.0,7003,Madison Ave / Bloor St W,2
Insomnia Restaurant & Lounge,Lounges,676.2,80.0,2.0,7003,Madison Ave / Bloor St W,2
The Oxley,Pubs,866.3,80.0,2.0,7003,Madison Ave / Bloor St W,2
Burrito Bandidos,Tex-Mex,239.8,70.0,1.0,7003,Madison Ave / Bloor St W,2
Pita Land,Middle Eastern,205.0,90.0,2.0,7003,Madison Ave / Bloor St W,2
Opus Restaurant,Wine Bars,501.7,80.0,4.0,7003,Madison Ave / Bloor St W,2
Piano Piano,Italian,458.9,70.0,3.0,7003,Madison Ave / Bloor St W,2
Indian Desire,Indian,344.5,90.0,,7003,Madison Ave / Bloor St W,2
El Pocho Antojitos Bar,Bars,901.1,90.0,2.0,7003,Madison Ave / Bloor St W,2
Harbord House,Pubs,498.1,70.0,2.0,7003,Madison Ave / Bloor St W,2
Rustle & Still Café,Coffee & Tea,883.0,90.0,1.0,7003,Madison Ave / Bloor St W,2
Akai Sushi,Japanese,540.4,80.0,2.0,7003,Madison Ave / Bloor St W,2
Yummy Korean Food Restaurant,Korean,950.5,80.0,2.0,7003,Madison Ave / Bloor St W,2
Her Chef,Asian Fusion,868.5,90.0,2.0,7003,Madison Ave / Bloor St W,2
Fuwa Fuwa Japanese Pancakes,Desserts,432.8,80.0,2.0,7003,Madison Ave / Bloor St W,2
Roti Cuisine of India,Indian,962.2,90.0,2.0,7003,Madison Ave / Bloor St W,2
Ristorante Sotto Sotto,Italian,888.7,80.0,3.0,7003,Madison Ave / Bloor St W,2
Napoli Centrale,Italian,862.4,90.0,2.0,7003,Madison Ave / Bloor St W,2
Bar Reyna,Mediterranean,815.8,70.0,2.0,7003,Madison Ave / Bloor St W,2
Osteria Giulia,Italian,938.4,90.0,4.0,7003,Madison Ave / Bloor St W,2
Zaad,Middle Eastern,154.4,90.0,2.0,7003,Madison Ave / Bloor St W,2
Morton's The Steakhouse,Steakhouses,663.7,80.0,4.0,7003,Madison Ave / Bloor St W,2
St Louis Bar and Grill,Chicken Wings,292.7,60.0,2.0,7003,Madison Ave / Bloor St W,2
L'espresso Bar Mercurio,Cafes,182.6,60.0,2.0,7003,Madison Ave / Bloor St W,2
STK Steakhouse,Steakhouses,774.2,70.0,4.0,7003,Madison Ave / Bloor St W,2
Mr.Tonkatsu,Japanese,675.9,80.0,2.0,7003,Madison Ave / Bloor St W,2
Thai Room,Thai,76.3,50.0,2.0,7003,Madison Ave / Bloor St W,2
EAT BKK Thai Bar & Restaurant ,Thai,321.1,80.0,,7003,Madison Ave / Bloor St W,2
Snakes & Lattes Annex,Bars,878.2,80.0,2.0,7003,Madison Ave / Bloor St W,2
Almond Butterfly Harbord Bakeshop & Cafe,Bakeries,472.6,90.0,1.0,7003,Madison Ave / Bloor St W,2
Dreyfus,French,458.3,80.0,,7003,Madison Ave / Bloor St W,2
Dzo Viet Eatery,Vietnamese,316.5,80.0,2.0,7004,University Ave / Elm St,6
Pai Northern Thai Kitchen,Thai,962.6,90.0,2.0,7004,University Ave / Elm St,6
Koh Lipe,Thai,356.7,80.0,2.0,7004,University Ave / Elm St,6
Sansotei Ramen,Ramen,270.9,80.0,2.0,7004,University Ave / Elm St,6
Omai Restaurant,Japanese,290.0,80.0,2.0,7004,University Ave / Elm St,6
Mogouyan Hand-Pulled Noodles,Noodles,383.5,90.0,2.0,7004,University Ave / Elm St,6
Richmond Station,Canadian (New),975.0,90.0,3.0,7004,University Ave / Elm St,6
The Keg Steakhouse + Bar - York Street,Steakhouses,833.3,80.0,3.0,7004,University Ave / Elm St,6
Manpuku Japanese Eatery,Japanese,348.1,80.0,1.0,7004,University Ave / Elm St,6
Gyubee Japanese Grill - Dundas,Japanese,302.8,90.0,3.0,7004,University Ave / Elm St,6
Hong Shing Chinese Restaurant,Chinese,248.0,70.0,2.0,7004,University Ave / Elm St,6
Midi Bistro,French,267.5,70.0,2.0,7004,University Ave / Elm St,6
Yuugi Izakaya,Japanese,391.3,90.0,,7004,University Ave / Elm St,6
1915 Lan Zhou Ramen,Chinese,260.4,80.0,1.0,7004,University Ave / Elm St,6
Kimchi Korea House,Korean,327.5,70.0,2.0,7004,University Ave / Elm St,6
Rolltation,Sushi Bars,234.7,80.0,2.0,7004,University Ave / Elm St,6
Light Cafe,Cafes,320.6,80.0,2.0,7004,University Ave / Elm St,6
KINKA IZAKAYA ORIGINAL,Japanese,928.3,80.0,2.0,7004,University Ave / Elm St,6
The Queen And Beaver Public House,Pubs,474.4,80.0,2.0,7004,University Ave / Elm St,6
Estiatorio Volos,Seafood,794.3,80.0,3.0,7004,University Ave / Elm St,6
Saigon Lotus,Vietnamese,851.4,90.0,2.0,7004,University Ave / Elm St,6
Japango,Sushi Bars,345.9,70.0,2.0,7004,University Ave / Elm St,6
DonDon Izakaya,Japanese,373.5,60.0,2.0,7004,University Ave / Elm St,6
Barberian's Steak House,Steakhouses,571.1,80.0,4.0,7004,University Ave / Elm St,6
Cactus Club Cafe,Cocktail Bars,942.6,80.0,2.0,7004,University Ave / Elm St,6
Valens Restaurant,Italian,310.8,70.0,2.0,7004,University Ave / Elm St,6
Adega Restaurante,Portuguese,480.4,80.0,3.0,7004,University Ave / Elm St,6
Blaze Pizza,Pizza,728.6,90.0,2.0,7004,University Ave / Elm St,6
KINTON RAMEN,Ramen,363.2,70.0,2.0,7004,University Ave / Elm St,6
Soya Mandarin Kitchen,Chinese,344.4,80.0,,7004,University Ave / Elm St,6
The Host Fine Indian Cuisine,Indian,236.3,70.0,2.0,7004,University Ave / Elm St,6
Ikkousha Ramen,Ramen,698.1,90.0,2.0,7004,University Ave / Elm St,6
Katsuya,Japanese,915.1,90.0,2.0,7004,University Ave / Elm St,6
Café La Gaffe,Breakfast & Brunch,342.5,70.0,2.0,7004,University Ave / Elm St,6
Poke Guys,Hawaiian,367.6,80.0,2.0,7004,University Ave / Elm St,6
JaBistro,Japanese,750.6,80.0,3.0,7004,University Ave / Elm St,6
Chefs Hall,Food Court,807.6,80.0,2.0,7004,University Ave / Elm St,6
Holy Cow Japanese Steakhouse,Steakhouses,743.3,90.0,3.0,7004,University Ave / Elm St,6
Gallery Sushi,Sushi Bars,261.8,70.0,2.0,7004,University Ave / Elm St,6
Kōjin,Canadian (New),828.3,80.0,3.0,7004,University Ave / Elm St,6
JOEY Eaton Centre,Canadian (New),574.9,70.0,2.0,7004,University Ave / Elm St,6
Charidise,Desserts,335.4,70.0,2.0,7004,University Ave / Elm St,6
Mercatto,Italian,426.0,70.0,2.0,7004,University Ave / Elm St,6
Cafe Landwer - Adelaide & University,Cafes,922.1,80.0,2.0,7004,University Ave / Elm St,6
Pai Northern Thai Kitchen,Thai,443.4,90.0,2.0,7005,King St W / York St,17
Canoe,Canadian (New),142.3,80.0,4.0,7005,King St W / York St,17
The Keg Steakhouse + Bar - York Street,Steakhouses,232.3,80.0,3.0,7005,King St W / York St,17
King Taps,Canadian (New),135.3,80.0,2.0,7005,King St W / York St,17
Cafe Landwer - Adelaide & University,Cafes,170.4,80.0,2.0,7005,King St W / York St,17
Cactus Club Cafe,Cocktail Bars,175.4,80.0,2.0,7005,King St W / York St,17
Richmond Station,Canadian (New),488.5,90.0,3.0,7005,King St W / York St,17
Chefs Hall,Food Court,266.2,80.0,2.0,7005,King St W / York St,17
Estiatorio Volos,Seafood,266.5,80.0,3.0,7005,King St W / York St,17
Kōjin,Canadian (New),298.4,80.0,3.0,7005,King St W / York St,17
Michael's on Simcoe,Steakhouses,272.7,80.0,4.0,7005,King St W / York St,17
Earls Kitchen + Bar,Canadian (New),60.2,70.0,2.0,7005,King St W / York St,17
Bymark,Canadian (New),156.9,70.0,3.0,7005,King St W / York St,17
John & Sons Oyster House,Seafood,310.4,80.0,3.0,7005,King St W / York St,17
Pizzeria Libretto,Pizza,143.8,70.0,2.0,7005,King St W / York St,17
Library Bar,Lounges,261.4,80.0,3.0,7005,King St W / York St,17
Byblos,Mediterranean,401.2,90.0,4.0,7005,King St W / York St,17
Beerbistro,Bistros,510.1,80.0,2.0,7005,King St W / York St,17
The Loose Moose,Sports Bars,313.1,70.0,2.0,7005,King St W / York St,17
Reds Wine Tavern,Wine Bars,173.0,70.0,3.0,7005,King St W / York St,17
Rosalinda,Vegan,266.5,80.0,2.0,7005,King St W / York St,17
Lee Chen Asian Bistro - King,Dim Sum,296.9,80.0,2.0,7005,King St W / York St,17
Lobster Burger Bar,Bars,295.5,80.0,2.0,7005,King St W / York St,17
Hy's Steakhouse & Cocktail Bar,Steakhouses,387.4,80.0,,7005,King St W / York St,17
Moxies,Lounges,195.7,70.0,2.0,7005,King St W / York St,17
Stratus,Canadian (New),197.3,80.0,3.0,7005,King St W / York St,17
Kellys Landing,Sports Bars,328.9,70.0,2.0,7005,King St W / York St,17
Little Anthony's,Bars,283.8,70.0,2.0,7005,King St W / York St,17
Quinn's Steakhouse & Irish Bar,Irish,330.5,70.0,2.0,7005,King St W / York St,17
Coffee Oysters Champagne,Champagne Bars,295.5,80.0,,7005,King St W / York St,17
Minami Toronto,Japanese,450.4,80.0,,7005,King St W / York St,17
Jump Restaurant,Canadian (New),411.5,70.0,3.0,7005,King St W / York St,17
Chotto Matte,Japanese,395.4,80.0,,7005,King St W / York St,17
JaBistro,Japanese,448.9,80.0,3.0,7005,King St W / York St,17
WVRST Union Station,Beer Bar,373.8,80.0,2.0,7005,King St W / York St,17
TOCA,Italian,434.3,80.0,4.0,7005,King St W / York St,17
Ikkousha Ramen,Ramen,512.3,90.0,2.0,7005,King St W / York St,17
Cafe Oro Di Napoli,Pizza,964.8,90.0,2.0,7005,King St W / York St,17
George Restaurant,Canadian (New),929.3,90.0,4.0,7005,King St W / York St,17
Jack Astor's,Canadian (New),294.8,60.0,2.0,7005,King St W / York St,17
The Haam,Japanese,803.1,80.0,2.0,7005,King St W / York St,17
Ki Modern Japanese + Bar,Japanese,344.5,70.0,3.0,7005,King St W / York St,17
The Carbon Bar,Barbeque,878.6,80.0,3.0,7005,King St W / York St,17
The Shore Club - Toronto,Seafood,381.6,70.0,3.0,7005,King St W / York St,17
Scaddabush Italian Kitchen & Bar,Italian,396.4,70.0,2.0,7005,King St W / York St,17
Fune,Japanese,280.1,70.0,3.0,7005,King St W / York St,17
Khao San Road,Thai,858.6,80.0,2.0,7005,King St W / York St,17
Black+Blue,Steakhouses,60.0,70.0,,7005,King St W / York St,17
Akira Back,Japanese,800.4,80.0,4.0,7005,King St W / York St,17
Clockwork Champagne & Cocktails,Cocktail Bars,260.3,80.0,,7005,King St W / York St,17
W Burger Bar,Burgers,189.4,70.0,2.0,7006,Bay St / College St (East Side),2
Mercatto,Italian,165.8,70.0,2.0,7006,Bay St / College St (East Side),2
The Queen And Beaver Public House,Pubs,388.0,80.0,2.0,7006,Bay St / College St (East Side),2
Tosto Quickfire Pizza Pasta,Pizza,110.3,70.0,2.0,7006,Bay St / College St (East Side),2
KINKA IZAKAYA ORIGINAL,Japanese,532.9,80.0,2.0,7006,Bay St / College St (East Side),2
Banh Mi Boys,Vietnamese,314.9,80.0,1.0,7006,Bay St / College St (East Side),2
Adega Restaurante,Portuguese,393.8,80.0,3.0,7006,Bay St / College St (East Side),2
Sushi & BBbop,Sushi Bars,245.2,90.0,2.0,7006,Bay St / College St (East Side),2
Konjiki Ramen Downtown,Ramen,381.1,80.0,2.0,7006,Bay St / College St (East Side),2
Barberian's Steak House,Steakhouses,414.9,80.0,4.0,7006,Bay St / College St (East Side),2
The Keg Steakhouse + Bar,Steakhouses,937.8,80.0,3.0,7006,Bay St / College St (East Side),2
Donatello Restaurant,Italian,373.6,80.0,3.0,7006,Bay St / College St (East Side),2
Darvish Restaurant,Persian/Iranian,346.5,80.0,2.0,7006,Bay St / College St (East Side),2
The Captain's Boil,Seafood,255.7,70.0,2.0,7006,Bay St / College St (East Side),2
Four Four South Village,Taiwanese,255.8,70.0,,7006,Bay St / College St (East Side),2
Katsuya,Japanese,544.8,90.0,2.0,7006,Bay St / College St (East Side),2
Thai On Yonge,Thai,349.4,80.0,2.0,7006,Bay St / College St (East Side),2
KINTON RAMEN,Ramen,521.1,80.0,2.0,7006,Bay St / College St (East Side),2
Dzo Viet Eatery,Vietnamese,836.0,80.0,2.0,7006,Bay St / College St (East Side),2
Congee Queen,Cantonese,370.8,80.0,2.0,7006,Bay St / College St (East Side),2
Burrito Bandidos,Mexican,319.5,80.0,1.0,7006,Bay St / College St (East Side),2
Fran's Restaurant,Diners,162.4,70.0,2.0,7006,Bay St / College St (East Side),2
Blaze Pizza,Pizza,619.1,90.0,2.0,7006,Bay St / College St (East Side),2
Storm Crow Manor,Bars,768.0,80.0,2.0,7006,Bay St / College St (East Side),2
Nando's Peri-Peri,Fast Food,211.6,70.0,2.0,7006,Bay St / College St (East Side),2
Kintaro Izakaya,Japanese,602.4,80.0,2.0,7006,Bay St / College St (East Side),2
Koh Lipe,Thai,816.7,80.0,2.0,7006,Bay St / College St (East Side),2
Mogouyan Hand-Pulled Noodles,Noodles,534.6,90.0,2.0,7006,Bay St / College St (East Side),2
Hair of the Dog,Pubs,552.7,80.0,2.0,7006,Bay St / College St (East Side),2
Gurume Sushi,Sushi Bars,379.5,100.0,,7006,Bay St / College St (East Side),2
Sansotei Ramen,Ramen,609.0,80.0,2.0,7006,Bay St / College St (East Side),2
Mysteriously Yours Dinner Theatre,Dinner Theater,303.6,80.0,4.0,7006,Bay St / College St (East Side),2
KaKa All You Can Eat,Japanese,299.7,70.0,3.0,7006,Bay St / College St (East Side),2
JOEY Eaton Centre,Canadian (New),581.4,70.0,2.0,7006,Bay St / College St (East Side),2
Bangkok Garden Restaurant,Thai,363.3,60.0,2.0,7006,Bay St / College St (East Side),2
